#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-11/I20-1079-11.sam.bz2 --bowtie2out Metaphlan/I20-1079-11/I20-1079-11.bowtie2 --output_file Metaphlan/I20-1079-11/I20-1079-11.tsv --sample_id_key I20-1079-11 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-11	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:36463350
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	91.71393	12.61532	36405336
k__Viruses	10239	8.28607	1.13976	58014
k__Bacteria|p__Actinobacteria	2|201174	64.23016	8.83491	19217312
k__Bacteria|p__Proteobacteria	2|1224	19.69051	2.70845	14706694
k__Viruses|p__Viruses_unclassified	10239|	8.28607	1.13976	58014
k__Bacteria|p__Firmicutes	2|1239	7.77158	1.06899	2458900
k__Bacteria|p__Chloroflexi	2|200795	0.01786	0.00246	19158
k__Bacteria|p__Planctomycetes	2|203682	0.00292	0.0004	3077
k__Bacteria|p__Tenericutes	2|544448	0.0009	0.00012	195
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	64.01721	8.80562	19151832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	19.63084	2.70024	14687025
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	8.28607	1.13976	58014
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	7.53451	1.03638	2371311
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.20013	0.02753	61328
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.17714	0.02437	54785
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.05967	0.00821	19669
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.05943	0.00817	32543
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.01786	0.00246	19158
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.0117	0.00161	3650
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	0.00292	0.0004	3077
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2|201174|84995	0.00112	0.00015	502
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.0009	0.00012	195
k__Bacteria|p__Firmicutes|c__Limnochordia	2|1239|1676648	0.0005	7e-05	261
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	63.94347	8.79548	19127629
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	19.55276	2.6895	14641166
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	7.38089	1.01525	2329276
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.19823	0.02727	60680
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.17714	0.02437	54785
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.15362	0.02113	42035
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.07374	0.01014	24203
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.05967	0.00821	19669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.05943	0.00817	32543
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.05361	0.00737	35709
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.03777	0.0052	213
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.02327	0.0032	9679
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	2|200795|32061|32064	0.01786	0.00246	19158
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales	2|201174|1497346|588674	0.01145	0.00158	3477
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	2|203682|203683|112	0.00292	0.0004	3077
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.0019	0.00026	648
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	0.0012	0.00016	471
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	2|201174|84995|84996	0.00112	0.00015	502
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.0009	0.00012	195
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	2|1239|1676648|1676649	0.0005	7e-05	261
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	2|201174|1497346|588673	0.00025	3e-05	173
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	63.94347	8.79548	19127629
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	19.27145	2.6508	14451550
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae	10239|||28883|10699	7.64345	1.05136	53937
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	6.47314	0.89039	1951216
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	0.80624	0.1109	334500
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	2|1224|1236|91347|1903409	0.23637	0.03251	164809
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.1957	0.02692	59821
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0.17714	0.02437	54785
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	2|1239|91061|1385|	0.1254	0.01725	32298
