#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-05/I20-1079-05.sam.bz2 --bowtie2out Metaphlan/I20-1079-05/I20-1079-05.bowtie2 --output_file Metaphlan/I20-1079-05/I20-1079-05.tsv --sample_id_key I20-1079-05 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-05	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:41831040
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	96.97662	11.80467	41814042
k__Viruses	10239	3.02338	0.36803	16998
k__Bacteria|p__Actinobacteria	2|201174	55.34362	6.73681	15266057
k__Bacteria|p__Proteobacteria	2|1224	38.21845	4.65222	24493854
k__Bacteria|p__Firmicutes	2|1239	3.39835	0.41367	2039401
k__Viruses|p__Viruses_unclassified	10239|	3.02338	0.36803	16998
k__Bacteria|p__Chloroflexi	2|200795	0.01456	0.00177	13820
k__Bacteria|p__Tenericutes	2|544448	0.00085	0.0001	163
k__Bacteria|p__Planctomycetes	2|203682	0.0008	0.0001	747
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	55.28531	6.72971	15250469
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	38.20016	4.64999	24488561
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	3.02338	0.36803	16998
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	1.81558	0.22101	1302725
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.94931	0.11556	487047
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.62433	0.076	247326
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.058	0.00706	15505
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.0183	0.00223	5293
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.01456	0.00177	13820
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.00912	0.00111	2303
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.00085	0.0001	163
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	0.0008	0.0001	747
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.00031	4e-05	83
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	55.25226	6.72569	15240853
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	38.09728	4.63747	24439552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.81558	0.22101	1302725
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.94931	0.11556	487047
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.60571	0.07373	242623
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.48138	0.0586	2686
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.05441	0.00662	14412
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.05254	0.0064	19340
