#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-45/I20-1079-45.sam.bz2 --bowtie2out Metaphlan/I20-1079-45/I20-1079-45.bowtie2 --output_file Metaphlan/I20-1079-45/I20-1079-45.tsv --sample_id_key I20-1079-45 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-45	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:45508376
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.32408	8.63578	45503429
k__Viruses	10239	1.67592	0.1472	4947
k__Bacteria|p__Proteobacteria	2|1224	85.77746	7.53381	41638544
k__Bacteria|p__Firmicutes	2|1239	12.3158	1.08169	3825156
k__Viruses|p__Viruses_unclassified	10239|	1.67592	0.1472	4947
k__Bacteria|p__Actinobacteria	2|201174	0.22263	0.01955	36033
k__Bacteria|p__Chloroflexi	2|200795	0.00468	0.00041	3208
k__Bacteria|p__Tenericutes	2|544448	0.0035	0.00031	488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	85.51552	7.5108	41583862
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	9.47949	0.83258	3112782
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.88543	0.1656	428769
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	1.67592	0.1472	4947
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.78391	0.06885	253242
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.26194	0.02301	54682
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.16696	0.01466	30363
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.15867	0.01394	26433
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.06031	0.0053	8891
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.00468	0.00041	3208
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.00366	0.00032	709
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.0035	0.00031	488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	85.14221	7.47802	41468509
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	9.47949	0.83258	3112782
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.78019	0.15635	410576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.78391	0.06885	253242
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.27151	0.02385	72110
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.26194	0.02301	54682
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.16696	0.01466	30363
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.15555	0.01366	25988
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.10524	0.00924	18193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.10148	0.00891	43161
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.05902	0.00518	8610
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales	10239|||2169561	0.01084	0.00095	9
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	2|200795|32061|32064	0.00468	0.00041	3208
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales	2|201174|1497346|588674	0.00366	0.00032	709
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.0035	0.00031	488
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.00311	0.00027	445
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.00128	0.00011	281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	0.00033	3e-05	82
