#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-14/I20-1079-14.sam.bz2 --bowtie2out Metaphlan/I20-1079-14/I20-1079-14.bowtie2 --output_file Metaphlan/I20-1079-14/I20-1079-14.tsv --sample_id_key I20-1079-14 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-14	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:43209604
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	97.44565	7.98945	43202554
k__Viruses	10239	2.55435	0.20943	7050
k__Bacteria|p__Proteobacteria	2|1224	79.48973	6.51727	37921592
k__Bacteria|p__Firmicutes	2|1239	17.8814	1.46607	5268569
k__Viruses|p__Viruses_unclassified	10239|	2.55435	0.20943	7050
k__Bacteria|p__Actinobacteria	2|201174	0.06744	0.00553	11167
k__Bacteria|p__Tenericutes	2|544448	0.00649	0.00053	843
k__Bacteria|p__Chloroflexi	2|200795	0.0006	5e-05	383
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	79.28449	6.50044	37881596
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	14.8636	1.21865	4556359
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	2.55435	0.20943	7050
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.02485	0.16602	409305
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	0.99193	0.08133	302737
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.20524	0.01683	39996
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.05214	0.00427	8786
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.01094	0.0009	1593
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.00649	0.00053	843
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.00436	0.00036	788
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.00102	8e-05	168
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.0006	5e-05	383
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	79.05124	6.48132	37813300
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	14.8636	1.21865	4556359
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.90627	0.15629	390599
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.99193	0.08133	302737
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.20524	0.01683	39996
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.16152	0.01324	40045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.11858	0.00972	18706
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.07086	0.00581	28049
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.05214	0.00427	8786
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.01094	0.0009	1593
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.00649	0.00053	843
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales	2|201174|1497346|588674	0.00436	0.00036	788
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.00102	8e-05	168
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	0.00086	7e-05	202
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	2|200795|32061|32064	0.0006	5e-05	383
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	77.87429	6.38482	37328639
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	14.8636	1.21865	4556359
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	1.23712	0.10143	243589
