#mpa_v30_CHOCOPhlAn_201901
#/nfs/research/biomics/WorkFlows/MetaPhlan/meta_env/bin/metaphlan --input_type fastq --samout Metaphlan/I20-1079-13/I20-1079-13.sam.bz2 --bowtie2out Metaphlan/I20-1079-13/I20-1079-13.bowtie2 --output_file Metaphlan/I20-1079-13/I20-1079-13.tsv --sample_id_key I20-1079-13 --add_viruses -t rel_ab_w_read_stats --bowtie2db /nfs/research/biomics/WorkFlows/MetaPhlan/references/ --index mpa_v30_CHOCOPhlAn_201901 --bt2_ps sensitive-local --nproc 12
#I20-1079-13	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:33931226
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.19503	12.80041	33927130
k__Viruses	10239	0.80497	0.10388	4096
k__Bacteria|p__Actinobacteria	2|201174	73.71209	9.51202	21354124
k__Bacteria|p__Firmicutes	2|1239	16.958	2.18831	6732027
k__Bacteria|p__Proteobacteria	2|1224	8.52168	1.09966	5839206
k__Viruses|p__Viruses_unclassified	10239|	0.80497	0.10388	4096
k__Bacteria|p__Tenericutes	2|544448	0.00186	0.00024	381
k__Bacteria|p__Chloroflexi	2|200795	0.00076	0.0001	762
k__Bacteria|p__Planctomycetes	2|203682	0.00064	8e-05	630
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	73.60924	9.49875	21325177
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	14.94199	1.92816	5628058
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	8.4948	1.09619	5830963
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	1.36131	0.17567	923103
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	0.80497	0.10388	4096
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.65248	0.0842	179773
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.10195	0.01316	28693
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.02688	0.00347	8243
k__Bacteria|p__Firmicutes|c__Limnochordia	2|1239|1676648	0.00222	0.00029	1093
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.00186	0.00024	381
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.00089	0.00012	254
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0.00076	0.0001	762
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	0.00064	8e-05	630
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	73.44643	9.47774	21279315
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	14.84661	1.91585	5602034
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	8.37289	1.08046	5775938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	1.36131	0.17567	923103
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.65248	0.0842	179773
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.21461	0.02769	1130
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.15947	0.02058	44876
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.09538	0.01231	26024
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.08747	0.01129	24024
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.07314	0.00944	28540
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.03538	0.00457	22107
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.02688	0.00347	8243
